PID,Price,Area,City,No. of Bedrooms,Resale,SwimmingPool,ShoppingMall,24X7Security,PowerBackup,Hospital,AC,Furnished
12,3,1735,1,3,0,1,0,1,1,0,0,1
724,2,1273,1,2,0,1,0,1,1,0,0,1
4289,3,1610,4,3,0,1,0,1,1,0,0,1
4123,1,1080,4,2,0,0,0,0,0,0,0,0
1451,1,677,2,2,0,0,0,1,1,1,0,1
5022,3,1617,5,3,1,5,5,5,5,5,5,5
1434,2,892,2,2,0,0,0,0,0,0,0,0
7007,2,653,6,1,1,0,1,0,0,0,1,0
278,2,1030,1,2,0,1,0,1,1,0,0,1
1561,2,983,2,2,0,0,0,0,1,0,0,0
5548,2,806,5,2,0,5,5,5,5,5,5,5
3716,3,1525,4,3,0,0,0,0,0,0,0,0
2240,1,540,3,2,1,0,0,0,0,0,0,0
2745,1,505,3,2,1,0,0,0,0,0,0,0
3751,1,1200,4,2,0,0,0,0,0,0,0,0
125,3,1245,1,2,0,1,0,1,1,0,0,1
625,3,1453,1,3,0,1,0,1,1,0,0,1
1724,1,740,2,2,0,0,0,0,0,0,0,0
5906,1,596,5,2,0,5,5,5,5,5,5,5
4064,3,1681,4,3,0,0,0,0,0,0,0,0
1364,2,906,2,2,0,0,0,0,0,0,0,0
6203,2,636,6,1,1,0,1,0,1,0,0,0
6616,4,1500,6,3,1,0,1,1,0,0,0,1
6614,2,1135,6,2,0,0,0,0,1,0,0,0
2045,4,2000,3,3,1,0,0,0,0,0,0,0
5547,2,806,5,2,0,5,5,5,5,5,5,5
5049,3,2249,5,3,1,5,5,5,5,5,5,5
4237,3,1473,4,2,0,1,0,1,1,0,0,0
6284,4,1630,6,3,1,0,0,0,0,0,0,0
5891,2,730,5,2,1,5,5,5,5,5,5,5
6543,1,510,6,1,1,0,0,0,0,0,0,0
7317,3,750,6,1,1,0,0,0,0,0,0,0
7694,4,750,6,1,0,5,5,5,5,5,5,5
6903,3,543,6,1,1,0,0,0,0,0,0,0
3267,4,3380,4,4,0,1,0,1,1,0,0,1
1804,1,786,2,2,0,0,0,0,1,0,0,0
4968,2,1482,5,3,0,5,5,5,5,5,5,5
3315,2,1200,4,2,0,0,0,0,1,0,0,0
1553,2,997,2,2,0,0,0,1,0,0,0,0
1926,4,1600,3,3,1,0,0,0,1,0,0,0
7094,2,560,6,1,1,0,0,0,0,0,0,0
3714,2,1216,4,2,0,0,0,0,1,0,0,0
7622,4,1050,6,2,1,5,5,5,5,5,5,5
5648,3,1160,5,1,1,5,5,5,5,5,5,5
4691,3,1555,5,2,1,5,5,5,5,5,5,5
3790,3,1770,4,3,0,1,0,1,1,0,0,1
2891,2,800,3,3,1,0,0,0,0,0,0,0
6074,1,950,5,2,1,5,5,5,5,5,5,5
5734,4,881,5,2,1,5,5,5,5,5,5,5
5860,2,1524,5,2,1,5,5,5,5,5,5,5
1819,3,1859,2,3,0,1,0,1,1,0,0,1
6873,4,1350,6,3,1,0,0,0,0,0,0,0
650,3,1500,1,3,0,0,0,0,1,0,0,0
3533,4,1900,4,3,0,0,0,0,0,0,0,0
7518,4,1180,6,2,1,5,5,5,5,5,5,5
6512,3,1005,6,2,1,0,1,0,0,0,1,0
931,2,1272,1,2,0,1,1,1,1,0,0,1
1326,4,1161,2,3,0,0,0,1,1,0,0,0
4999,3,1435,5,3,1,5,5,5,5,5,5,5
5859,1,901,5,2,0,5,5,5,5,5,5,5
5170,1,1269,5,3,1,5,5,5,5,5,5,5
4793,1,709,5,2,0,5,5,5,5,5,5,5
4763,2,1270,5,3,0,5,5,5,5,5,5,5
3863,2,1750,4,3,1,0,0,0,0,0,0,0
5535,1,1440,5,3,1,5,5,5,5,5,5,5
4110,3,1230,4,2,0,1,0,1,1,0,0,1
7547,3,1245,6,2,1,5,5,5,5,5,5,5
4158,3,1638,4,3,0,1,0,0,1,0,0,0
4810,1,769,5,2,1,5,5,5,5,5,5,5
681,3,1470,1,3,0,1,0,1,1,0,0,1
5943,4,1036,5,2,0,5,5,5,5,5,5,5
1281,3,1618,2,3,0,1,0,1,1,0,0,0
2313,2,1050,3,3,0,0,0,0,0,0,0,0
3858,3,1900,4,2,1,0,0,0,0,0,0,0
3988,2,1130,4,2,1,0,0,0,0,0,0,0
5384,2,1200,5,3,0,5,5,5,5,5,5,5
3369,2,1210,4,2,0,0,0,0,1,0,0,0
7152,3,911,6,2,1,0,0,0,0,0,1,0
7263,3,560,6,1,1,0,0,0,0,0,1,0
7250,4,1144,6,3,1,0,0,0,0,0,0,0
3630,3,1555,4,3,0,1,0,1,1,0,0,1
1338,2,1094,2,2,0,0,0,0,1,0,0,0
1001,3,1555,1,3,0,1,0,1,1,0,1,1
265,2,1030,1,2,0,1,0,1,1,0,0,1
2613,1,650,3,2,0,0,0,0,0,0,0,0
458,2,1241,1,3,0,1,0,0,1,0,0,0
4540,1,1909,5,3,1,5,5,5,5,5,5,5
6330,3,765,6,1,0,1,1,1,1,0,0,1
6156,4,1760,6,3,1,0,1,0,1,0,0,1
7603,3,1000,6,2,1,5,5,5,5,5,5,5
4372,3,1920,5,3,0,1,1,1,1,1,0,1
2303,1,540,3,2,1,0,0,0,0,0,0,0
4436,2,1134,5,3,0,5,5,5,5,5,5,5
2088,4,1800,3,3,1,0,0,0,1,0,0,0
6706,4,1404,6,2,0,1,1,1,0,0,0,1
1490,4,1250,2,3,0,0,0,0,1,0,0,0
3278,3,1673,4,3,1,1,0,1,1,0,0,0
4343,2,1342,5,3,0,1,0,1,1,0,0,1
1356,1,598,2,1,0,1,0,0,1,0,0,0
5929,1,1080,5,2,0,5,5,5,5,5,5,5
4519,2,933,5,2,0,5,5,5,5,5,5,5
336,4,1410,1,2,0,1,0,1,1,0,0,1
708,2,1372,1,2,0,1,0,1,1,0,0,1
167,3,1360,1,3,0,1,0,1,1,0,0,1
4582,4,4995,5,4,1,5,5,5,5,5,5,5
6552,4,1750,6,3,1,1,1,0,1,0,1,1
3400,3,1200,4,2,0,0,0,0,0,0,0,0
5440,2,1269,5,3,1,5,5,5,5,5,5,5
6944,4,1810,6,3,0,1,1,1,1,0,0,0
6076,1,800,5,2,0,5,5,5,5,5,5,5
2011,4,1900,3,4,1,0,0,0,1,0,0,0
1820,3,1758,2,3,0,1,0,1,1,0,0,1
4190,4,1925,4,3,0,1,0,0,0,0,0,1
5738,2,804,5,2,0,5,5,5,5,5,5,5
5076,3,7000,5,4,0,5,5,5,5,5,5,5
6845,4,1650,6,3,1,0,0,0,0,0,1,0
836,3,1521,1,3,0,1,0,1,1,0,0,0
2648,2,855,3,3,0,0,0,0,0,0,0,0
7153,3,1117,6,2,1,0,0,0,0,0,1,0
3144,3,1406,4,3,0,0,0,0,0,0,0,0
5847,3,1150,5,2,0,5,5,5,5,5,5,5
5326,3,920,5,2,1,5,5,5,5,5,5,5
3272,4,2630,4,4,0,1,0,1,1,0,0,1
6990,3,1080,6,2,1,0,0,1,0,0,1,0
3807,4,1875,4,3,1,0,0,0,1,0,1,0
1741,4,2610,2,3,0,1,0,1,1,0,0,1
3852,1,1165,4,2,0,0,0,0,1,0,0,0
6375,2,400,6,1,1,0,0,0,0,0,0,0
1574,1,604,2,1,0,0,0,0,0,0,0,0
2685,1,650,3,2,0,0,0,0,0,0,0,0
2431,1,900,3,3,1,0,0,0,0,0,0,0
1179,1,722,2,2,0,0,0,0,0,0,0,0
1233,3,1536,2,3,0,1,0,0,1,0,0,1
2786,2,855,3,3,1,0,0,0,0,0,0,0
3940,4,1925,4,3,0,1,0,0,1,0,0,1
6546,3,989,6,2,1,0,1,0,1,0,0,0
2017,4,1700,3,3,1,0,0,0,0,0,0,0
5381,1,860,5,2,0,5,5,5,5,5,5,5
2736,2,1200,3,3,0,0,0,0,0,0,0,0
6465,1,560,6,1,1,0,0,0,0,0,0,0
3352,2,1105,4,2,0,0,0,0,1,0,0,0
1756,3,1566,2,3,0,1,0,1,1,0,0,1
2584,3,1080,3,3,0,0,0,0,1,0,0,0
7163,3,715,6,1,1,0,1,1,0,0,1,0
3689,1,1200,4,2,0,1,0,0,1,0,0,0
5756,1,1330,5,3,1,5,5,5,5,5,5,5
7063,1,450,6,1,1,0,0,0,0,1,1,0
7231,4,1850,6,3,1,0,0,1,0,0,1,0
1678,3,1546,2,3,0,0,0,1,1,0,0,1
480,2,1352,1,3,0,1,0,0,1,0,0,0
7293,4,7000,6,6,1,0,0,0,0,0,1,0
7301,4,1145,6,2,1,0,0,0,0,0,1,0
6663,2,547,6,1,0,0,0,0,0,0,0,0
5565,3,2210,5,4,0,5,5,5,5,5,5,5
801,3,1635,1,3,0,1,0,1,1,0,1,1
6632,1,688,6,1,0,0,0,0,0,1,0,0
4013,1,1100,4,2,0,0,0,0,0,0,0,0
5777,1,800,5,2,0,5,5,5,5,5,5,5
7447,4,1760,6,3,1,0,1,0,1,0,0,1
3492,3,1150,4,2,0,0,0,0,0,0,0,0
6644,1,690,6,1,0,1,1,0,1,0,0,0
63,3,1570,1,3,0,1,0,1,1,0,0,1
3616,4,1720,4,3,0,1,0,1,1,0,0,1
6717,1,950,6,2,1,0,1,0,0,0,1,0
1161,2,1603,2,3,0,1,0,1,0,0,0,1
7066,4,1340,6,2,1,0,0,0,0,0,0,0
6823,4,1150,6,3,1,0,0,0,0,0,0,0
99,4,1866,1,3,0,1,0,1,1,0,0,0
31,3,1575,1,3,0,1,1,1,0,1,0,1
6066,2,1658,5,3,0,5,5,5,5,5,5,5
4595,4,2581,5,4,1,5,5,5,5,5,5,5
2454,1,540,3,2,0,0,0,0,0,0,0,0
3744,4,3015,4,3,0,1,0,0,1,0,1,0
7530,4,410,6,1,1,5,5,5,5,5,5,5
7082,4,1251,6,2,1,0,0,0,0,0,0,0
6127,2,646,6,1,1,0,0,0,0,0,0,0
2001,4,1900,3,4,1,0,0,0,0,0,0,0
3295,2,970,4,2,0,0,0,0,0,0,0,0
3860,4,1765,4,3,1,0,0,0,1,0,0,0
7683,2,850,6,2,1,5,5,5,5,5,5,5
2525,4,1950,3,3,1,1,0,0,1,0,1,0
4571,2,1279,5,3,0,5,5,5,5,5,5,5
2123,4,1800,3,3,1,0,0,0,1,0,0,0
3019,4,2500,3,3,1,0,0,0,1,0,0,0
7227,3,640,6,1,1,1,1,0,0,0,0,1
5247,1,1428,5,3,1,5,5,5,5,5,5,5
4726,4,1226,5,3,1,5,5,5,5,5,5,5
5916,3,1558,5,3,0,5,5,5,5,5,5,5
1300,3,1550,2,3,0,0,0,1,1,0,0,1
690,3,1500,1,3,1,1,1,1,1,1,0,0
2415,1,675,3,2,1,0,0,0,0,0,0,0
451,1,1573,1,3,0,1,0,1,1,0,0,1
4777,1,770,5,2,0,5,5,5,5,5,5,5
703,4,3033,1,4,0,1,0,1,1,0,1,1
2661,1,650,3,2,0,0,0,0,0,0,0,0
5758,1,970,5,3,1,5,5,5,5,5,5,5
1670,2,1278,2,2,0,1,0,0,1,0,0,1
6138,2,610,6,1,1,0,1,0,0,0,0,1
6015,4,741,5,2,0,5,5,5,5,5,5,5
6975,4,2000,6,3,1,1,0,1,0,0,0,1
2421,1,700,3,2,1,0,0,0,0,0,0,0
1906,4,1200,3,2,1,0,0,0,1,0,1,0
2264,2,1080,3,3,1,0,0,0,0,0,0,0
1184,1,745,2,2,0,0,0,0,0,0,0,0
1575,2,857,2,2,0,0,0,0,0,0,0,0
4127,3,1525,4,2,0,0,0,0,1,0,0,0
7219,4,1500,6,3,0,0,0,0,0,0,0,0
6118,3,1110,6,2,1,0,1,0,1,1,0,0
6618,1,704,6,1,0,0,0,0,0,1,0,0
2567,4,2300,3,4,1,0,0,0,1,0,0,0
3124,3,1897,4,3,1,1,1,1,1,0,0,1
5005,3,956,5,2,1,5,5,5,5,5,5,5
4321,1,1041,5,3,0,1,0,1,1,0,0,1
3572,3,1150,4,2,0,0,0,0,1,0,0,0
2776,1,450,3,2,1,0,0,0,0,0,0,0
7503,4,1120,6,2,1,5,5,5,5,5,5,5
4106,2,1555,4,3,0,0,0,0,1,0,0,0
123,2,1215,1,2,0,0,0,0,0,0,0,0
4781,1,874,5,2,0,5,5,5,5,5,5,5
7643,4,1252,6,2,0,5,5,5,5,5,5,5
3303,2,1190,4,2,0,0,0,0,0,0,0,0
4426,1,870,5,2,0,5,5,5,5,5,5,5
6123,2,650,6,1,1,0,0,0,0,0,1,0
3951,2,1020,4,1,0,0,0,0,1,0,0,0
389,2,1180,1,2,0,0,0,1,1,0,0,0
5103,4,1150,5,2,0,5,5,5,5,5,5,5
1920,3,1000,3,3,0,0,0,0,0,0,0,0
2154,4,1800,3,3,1,0,0,0,0,0,0,0
5306,1,1115,5,3,0,5,5,5,5,5,5,5
623,2,1087,1,2,0,1,0,1,1,0,0,1
5954,1,800,5,2,0,5,5,5,5,5,5,5
5719,1,1039,5,3,0,5,5,5,5,5,5,5
1395,1,550,2,1,0,0,0,0,0,0,0,0
1400,1,572,2,2,0,0,0,0,0,0,0,0
4559,1,1164,5,3,0,5,5,5,5,5,5,5
1691,4,2458,2,3,0,0,0,0,1,0,0,0
2046,4,2000,3,3,1,0,0,0,0,0,0,0
3934,2,1326,4,2,0,1,0,1,1,0,0,1
3713,3,1755,4,3,0,1,0,0,1,0,1,0
5014,2,2249,5,3,1,5,5,5,5,5,5,5
38,2,1187,1,2,0,1,0,1,1,0,0,1
1900,4,1300,3,3,1,0,0,0,1,0,1,0
7179,4,1630,6,3,1,0,0,0,0,0,0,0
7452,2,650,6,1,1,0,0,0,0,0,0,1
2958,4,2000,3,3,1,0,0,0,1,0,0,0
2639,2,900,3,3,0,0,0,0,0,0,0,0
1372,3,1141,2,2,0,1,0,0,1,0,0,0
7654,1,670,6,1,1,5,5,5,5,5,5,5
5754,2,1480,5,3,1,5,5,5,5,5,5,5
2247,1,495,3,2,1,0,0,0,0,0,0,0
464,2,1282,1,3,0,1,0,0,1,0,0,0
5284,1,650,5,2,0,5,5,5,5,5,5,5
6125,2,650,6,1,1,0,0,0,0,0,0,0
838,3,1367,1,3,0,1,0,1,1,0,0,0
4412,2,1337,5,3,1,5,5,5,5,5,5,5
3893,2,1278,4,2,0,0,0,0,1,0,0,0
2954,3,1100,3,2,1,0,0,0,1,0,1,0
563,1,1058,1,2,0,1,0,1,1,0,0,1
3297,1,1050,4,3,0,0,0,0,0,0,0,0
5915,3,1684,5,3,0,5,5,5,5,5,5,5
7740,3,400,6,1,1,5,5,5,5,5,5,5
1366,2,1008,2,2,0,0,0,0,0,0,0,0
1398,1,546,2,1,0,0,0,0,0,0,0,0
7462,2,450,6,1,1,0,0,0,1,0,0,0
2863,4,2400,3,4,1,0,0,0,1,0,0,0
7557,2,1200,6,2,1,5,5,5,5,5,5,5
1225,1,635,2,1,0,1,0,0,1,0,0,1
7092,2,800,6,1,1,0,0,0,0,0,0,0
4795,1,793,5,2,0,5,5,5,5,5,5,5
919,3,1480,1,3,0,1,1,1,1,0,1,1
4835,4,2867,5,4,0,5,5,5,5,5,5,5
7512,3,1091,6,2,1,5,5,5,5,5,5,5
1805,1,720,2,2,0,0,0,0,1,0,0,0
1721,2,1060,2,3,0,0,0,0,0,0,0,0
3326,2,1482,4,3,0,1,0,0,1,0,0,0
5414,1,1080,5,3,0,5,5,5,5,5,5,5
1111,3,1640,2,3,0,1,1,1,1,1,0,1
3681,1,930,4,2,0,0,0,0,1,0,0,0
1071,3,1169,1,2,0,1,0,1,1,0,1,1
2197,1,675,3,2,1,0,0,0,0,0,0,0
6464,2,600,6,1,1,0,0,0,0,0,0,0
1713,1,725,2,1,0,0,0,0,1,0,0,0
2056,4,2300,3,4,1,0,0,0,1,0,0,0
2411,1,980,3,2,1,0,0,0,0,0,0,0
5374,3,934,5,2,0,5,5,5,5,5,5,5
3631,2,810,4,2,0,0,0,0,1,0,0,0
5874,1,1350,5,3,0,5,5,5,5,5,5,5
1384,2,1415,2,2,0,1,1,1,1,1,0,1
7635,4,765,6,1,0,5,5,5,5,5,5,5
2551,4,2000,3,4,1,0,0,0,1,0,0,0
1536,1,570,2,1,0,1,0,0,1,0,0,0
4254,3,1500,4,2,0,1,0,1,1,0,0,0
7315,4,750,6,2,1,0,0,0,0,0,0,0
7392,4,900,6,2,1,0,0,0,0,0,0,0
1114,1,738,2,2,0,0,0,0,0,0,0,0
3963,3,1090,4,2,0,0,0,0,1,0,0,0
4857,3,1820,5,3,0,5,5,5,5,5,5,5
5687,1,1265,5,3,1,5,5,5,5,5,5,5
6128,2,560,6,1,1,0,0,0,0,1,0,0
1794,1,965,2,2,0,0,0,0,1,0,0,0
4301,2,1585,4,3,0,0,0,0,0,0,0,0
7428,4,1440,6,3,1,0,1,1,0,0,0,0
5851,1,1310,5,2,0,5,5,5,5,5,5,5
6304,1,525,6,1,1,1,1,0,0,0,0,0
4317,1,935,5,2,0,1,0,1,1,0,0,1
6321,4,800,6,2,0,1,1,1,1,0,0,1
3173,2,1250,4,3,0,0,0,0,0,0,0,0
2458,2,1100,3,3,0,0,0,0,0,0,0,0
554,2,1090,1,2,0,1,0,1,1,0,0,1
727,2,1255,1,2,0,1,0,1,1,0,0,1
4905,2,880,5,2,0,5,5,5,5,5,5,5
2514,4,1900,3,3,1,0,0,0,1,0,0,0
3593,3,1605,4,3,0,0,0,0,1,0,0,0
7626,3,1070,6,2,1,5,5,5,5,5,5,5
4774,2,670,5,2,1,5,5,5,5,5,5,5
7037,4,1080,6,2,0,0,1,0,0,0,0,1
580,1,1115,1,2,0,1,0,0,1,0,0,1
2188,2,900,3,3,1,0,0,0,0,0,0,0
136,3,1502,1,3,0,1,0,1,1,0,0,1
5255,3,1203,5,3,0,5,5,5,5,5,5,5
5448,1,720,5,2,1,5,5,5,5,5,5,5
7472,4,1560,6,3,0,0,1,0,1,0,0,0
831,2,1200,1,2,0,1,0,1,1,0,0,1
5612,3,1007,5,2,0,5,5,5,5,5,5,5
1125,1,850,2,2,0,0,0,0,0,0,0,0
7132,3,735,6,1,1,0,0,0,0,0,1,0
2910,3,1150,3,3,0,0,0,0,1,0,1,0
4566,1,1139,5,3,0,5,5,5,5,5,5,5
1661,3,900,2,2,0,0,0,0,0,0,0,0
1962,1,450,3,2,0,0,0,0,0,0,0,0
4770,3,1426,5,3,1,5,5,5,5,5,5,5
4775,1,1100,5,3,1,5,5,5,5,5,5,5
880,2,1224,1,2,0,1,0,1,0,0,0,1
641,3,1550,1,3,0,1,0,1,1,0,0,1
3296,3,2240,4,3,1,1,0,1,1,0,0,0
1532,1,570,2,1,0,1,0,0,1,0,0,0
1482,2,1003,2,2,0,0,0,0,0,0,0,0
476,1,827,1,2,0,1,0,0,1,0,0,0
237,3,1270,1,2,0,1,1,1,0,1,0,1
3249,3,1600,4,3,1,0,0,0,0,0,0,0
2006,1,625,3,2,0,0,0,0,0,0,0,0
5376,1,1055,5,2,0,5,5,5,5,5,5,5
5720,1,854,5,2,0,5,5,5,5,5,5,5
5399,2,1899,5,3,0,5,5,5,5,5,5,5
706,4,2378,1,3,0,1,0,1,1,0,1,1
3482,2,1076,4,2,1,0,0,0,1,0,0,0
582,1,1066,1,2,0,1,0,1,1,0,0,1
6493,3,900,6,1,1,0,0,0,0,0,1,0
1025,2,1220,1,2,0,1,0,1,1,0,0,1
1437,3,1306,2,2,0,1,0,0,0,0,0,0
3695,4,2450,4,3,0,0,0,0,1,0,0,0
4021,1,1080,4,2,0,0,0,0,0,0,0,0
1426,2,796,2,2,0,0,0,0,0,0,0,0
5794,3,1475,5,3,1,5,5,5,5,5,5,5
1723,1,760,2,2,0,0,0,0,0,0,0,0
207,2,1089,1,2,0,1,0,1,1,0,0,1
2519,4,2000,3,3,0,0,0,0,1,0,0,0
6926,4,1600,6,3,1,0,1,0,0,0,0,0
5856,2,1350,5,3,1,5,5,5,5,5,5,5
175,3,1540,1,3,0,1,0,1,1,0,0,1
4083,1,682,4,1,0,0,0,0,0,0,0,0
2107,4,1800,3,3,1,0,0,0,1,0,0,0
4939,4,3434,5,4,1,5,5,5,5,5,5,5
2534,4,2000,3,3,1,0,0,0,1,0,1,0
4823,3,1000,5,2,0,5,5,5,5,5,5,5
2167,4,1600,3,4,0,0,0,0,1,0,0,0
1593,2,994,2,2,0,0,0,0,1,0,0,0
6086,2,650,6,1,1,0,0,0,0,1,1,0
1292,2,1200,2,2,0,1,0,1,1,0,0,0
2121,4,1900,3,3,1,0,0,0,0,0,1,0
352,4,2378,1,3,0,1,0,1,1,0,0,1
1628,2,963,2,2,0,0,0,0,1,0,0,0
5947,3,923,5,2,0,5,5,5,5,5,5,5
1208,3,1296,2,3,0,1,0,1,1,0,0,1
1808,1,782,2,2,0,0,0,0,1,0,0,0
7375,4,1800,6,3,1,0,0,0,0,0,0,1
2057,4,2100,3,3,1,0,0,0,0,0,0,0
1009,3,1565,1,3,0,1,0,1,1,0,1,1
5130,1,1256,5,3,1,5,5,5,5,5,5,5
4628,1,817,5,1,0,5,5,5,5,5,5,5
5099,3,2086,5,4,0,5,5,5,5,5,5,5
5340,3,1749,5,4,0,5,5,5,5,5,5,5
6382,4,2826,6,3,1,0,0,0,0,0,0,0
1885,4,4600,3,4,1,0,0,0,0,0,0,0
5910,3,927,5,3,0,5,5,5,5,5,5,5
4074,2,1565,4,3,0,0,0,0,0,0,0,0
1039,3,1290,1,1,0,0,0,0,1,0,0,0
2868,1,1000,3,3,0,0,0,0,0,0,0,0
7249,3,655,6,2,1,0,0,0,0,0,0,0
3600,3,1665,4,3,0,1,0,1,1,0,0,1
4673,3,1522,5,3,1,5,5,5,5,5,5,5
3106,4,1665,4,3,1,0,0,0,1,0,0,0
6489,1,450,6,1,0,0,0,0,0,0,0,0
5747,1,1020,5,2,0,5,5,5,5,5,5,5
6931,4,1725,6,3,0,1,1,0,1,0,0,0
4920,1,880,5,2,0,5,5,5,5,5,5,5
153,2,1300,1,2,0,0,0,0,1,0,0,0
371,3,1373,1,2,0,1,0,1,1,0,0,1
4963,2,1135,5,2,0,5,5,5,5,5,5,5
333,4,1880,1,3,0,0,0,0,1,0,0,0
4875,2,1021,5,2,0,5,5,5,5,5,5,5
5593,3,944,5,2,0,5,5,5,5,5,5,5
7165,4,1650,6,3,0,0,0,0,0,1,0,0
7579,2,930,6,2,1,5,5,5,5,5,5,5
4004,3,1548,4,3,1,0,0,0,0,0,0,0
2719,4,2000,3,4,1,0,0,0,1,0,0,0
7193,2,800,6,2,1,0,1,0,0,0,1,0
1605,2,983,2,2,0,0,0,1,1,0,0,0
4103,3,1401,4,1,0,0,0,0,1,0,0,0
4225,4,3090,4,4,0,1,0,1,1,0,0,1
2516,4,2100,3,3,1,0,1,1,1,1,0,0
4659,1,900,5,2,0,5,5,5,5,5,5,5
115,4,1776,1,3,0,1,0,1,1,0,0,1
3622,2,1390,4,3,0,0,0,0,1,0,0,0
6496,1,675,6,1,0,0,0,0,0,0,0,0
3628,2,810,4,2,0,0,0,0,1,0,0,0
3908,3,1275,4,2,1,0,0,0,0,0,0,0
7341,4,1250,6,3,1,0,0,0,0,0,0,0
6661,2,1010,6,2,0,1,0,0,1,0,0,1
5021,3,5359,5,4,0,5,5,5,5,5,5,5
7144,2,560,6,1,1,0,0,0,0,0,1,0
3082,4,950,3,2,1,0,0,0,0,0,0,0
5604,3,941,5,3,0,5,5,5,5,5,5,5
519,1,967,1,2,0,1,1,1,1,1,0,1
1386,1,541,2,1,0,0,0,0,0,0,0,0
3354,3,1165,4,2,0,1,0,1,1,0,0,1
5523,1,1220,5,3,1,5,5,5,5,5,5,5
227,3,1950,1,3,0,1,1,1,0,1,0,1
1612,2,963,2,2,0,0,0,1,1,0,0,0
5188,2,765,5,2,0,5,5,5,5,5,5,5
5239,1,1276,5,3,0,5,5,5,5,5,5,5
6230,4,1687,6,3,1,1,1,0,0,1,0,1
4802,4,1682,5,3,1,5,5,5,5,5,5,5
3789,2,1300,4,2,0,0,0,0,1,0,0,0
704,4,2522,1,3,0,1,0,1,1,0,1,1
6810,3,650,6,1,1,0,0,0,0,0,0,0
1126,2,850,2,2,0,0,0,0,0,0,0,0
3502,2,850,4,2,1,0,0,0,1,0,0,0
4755,4,1650,5,3,1,5,5,5,5,5,5,5
7493,4,2300,6,3,1,5,5,5,5,5,5,5
5870,3,750,5,2,1,5,5,5,5,5,5,5
4685,3,1100,5,3,1,5,5,5,5,5,5,5
4618,1,850,5,2,0,5,5,5,5,5,5,5
6886,4,1225,6,2,1,0,0,0,0,0,0,0
2032,3,1100,3,2,1,0,0,0,0,0,0,0
248,2,1070,1,2,0,1,0,0,1,0,0,0
2859,1,720,3,3,1,0,0,0,0,0,0,0
927,2,1128,1,2,0,1,1,1,1,0,0,1
1598,2,984,2,2,0,0,0,0,1,0,0,0
1320,2,987,2,2,0,0,0,1,1,0,0,1
7292,2,560,6,1,1,0,0,0,0,0,0,0
989,2,1090,1,1,0,1,0,1,1,0,1,1
3672,2,1500,4,2,0,0,0,0,1,0,0,0
1750,3,1027,2,2,0,1,0,1,1,0,0,1
2943,3,680,3,3,1,0,0,0,0,0,0,0
3656,2,1050,4,2,0,0,0,0,1,0,0,0
6631,1,704,6,1,0,0,0,0,0,1,0,0
6288,4,1370,6,3,1,0,1,0,0,0,0,0
6895,2,690,6,1,1,0,0,0,0,0,0,0
6228,4,1780,6,3,1,0,1,0,0,0,0,1
3961,1,1045,4,2,0,0,0,0,1,0,0,0
5824,3,1145,5,3,0,5,5,5,5,5,5,5
1778,4,1891,2,3,0,1,0,0,1,0,0,1
971,3,1275,1,2,0,1,0,1,1,0,1,1
3956,3,1282,4,2,0,1,0,0,1,0,0,0
2280,1,612,3,2,1,0,0,0,0,0,0,0
7176,3,785,6,2,1,0,0,0,0,0,0,0
6262,4,1680,6,3,1,1,1,0,0,1,0,1
3271,4,2540,4,3,0,1,0,1,1,0,0,1
4326,1,735,5,2,0,0,0,0,1,0,0,0
5250,2,820,5,2,0,5,5,5,5,5,5,5
7516,4,2700,6,4,1,5,5,5,5,5,5,5
295,2,1433,1,3,0,1,0,0,1,0,0,1
7111,3,1000,6,2,1,0,0,0,0,0,0,0
4761,1,740,5,2,1,5,5,5,5,5,5,5
3967,2,1050,4,2,0,1,0,0,1,0,0,0
21,2,1179,1,2,0,1,0,1,0,0,0,1
7674,2,605,6,1,1,5,5,5,5,5,5,5
7395,1,450,6,1,1,0,0,0,0,0,0,0
6317,3,700,6,1,0,1,1,1,1,0,0,1
3641,4,1860,4,3,0,1,0,1,0,0,0,1
3939,3,1435,4,3,0,1,0,1,1,0,0,1
1149,3,1481,2,3,0,0,0,0,1,0,0,1
4194,3,1430,4,2,0,1,0,0,1,0,0,0
6090,3,1370,6,3,1,0,0,0,0,0,1,0
7,4,2502,1,4,0,1,0,1,1,0,0,1
1762,4,2616,2,4,0,1,0,1,1,0,0,1
7398,1,340,6,1,1,0,0,0,0,0,0,0
994,4,1812,1,3,0,1,0,1,1,0,1,1
7478,4,1267,6,3,1,1,1,0,1,0,0,0
6075,2,734,5,2,0,5,5,5,5,5,5,5
6880,4,1100,6,2,1,0,0,0,0,0,1,0
5109,3,875,5,2,0,5,5,5,5,5,5,5
5392,2,1007,5,2,0,5,5,5,5,5,5,5
1453,2,884,2,2,0,0,0,0,0,0,0,0
7663,1,1015,6,2,0,5,5,5,5,5,5,5
2140,4,1900,3,3,1,0,0,0,1,0,0,0
7172,4,1250,6,2,1,0,0,0,0,0,0,0
1595,2,994,2,2,0,0,0,0,1,0,0,0
2134,4,1800,3,3,1,0,0,0,1,0,1,0
3828,4,2085,4,3,0,1,0,0,1,0,0,1
3447,3,1150,4,2,0,0,0,0,1,0,0,0
2983,1,550,3,2,0,0,0,0,1,0,0,0
5695,1,1135,5,3,0,5,5,5,5,5,5,5
5737,2,945,5,2,0,5,5,5,5,5,5,5
