PID,Price,Area,City,No. of Bedrooms,Resale,SwimmingPool,ShoppingMall,24X7Security,PowerBackup,Hospital,AC,Furnished
855,3,1309,1,2,0,1,1,1,1,1,0,0
329,3,1335,1,2,0,0,0,0,1,0,0,0
6008,3,1812,5,3,1,5,5,5,5,5,5,5
6747,2,275,6,1,1,0,1,0,0,0,1,0
6647,1,650,6,1,1,1,0,0,0,0,0,0
5396,2,1322,5,3,0,5,5,5,5,5,5,5
7597,2,1005,6,2,1,5,5,5,5,5,5,5
2352,1,720,3,2,1,0,0,0,0,0,0,0
1399,1,747,2,2,0,0,0,0,0,0,0,0
1230,3,1740,2,3,0,1,0,0,1,0,0,1
6710,1,574,6,1,1,1,1,0,1,0,0,0
6991,3,1080,6,2,1,0,0,1,0,0,1,0
4092,1,1080,4,2,0,0,0,0,0,0,0,0
6735,2,275,6,1,1,0,1,0,0,0,1,0
6186,4,1300,6,3,1,0,1,0,0,0,1,0
4245,3,1290,4,2,0,1,0,1,1,0,0,0
1717,2,1183,2,3,0,0,0,0,0,0,0,0
1201,1,538,2,1,0,1,0,1,1,0,0,1
4865,3,1405,5,3,0,5,5,5,5,5,5,5
7613,4,1950,6,3,1,5,5,5,5,5,5,5
3393,3,1200,4,2,0,0,0,0,0,0,0,0
4796,1,850,5,2,0,5,5,5,5,5,5,5
5817,1,1257,5,2,0,5,5,5,5,5,5,5
1580,2,845,2,2,0,0,0,0,0,0,0,0
3037,2,850,3,3,1,0,0,0,0,0,0,0
3040,4,1700,3,3,1,0,0,0,1,0,0,0
2744,1,505,3,2,1,0,0,0,0,0,0,0
3405,3,1889,4,3,0,1,0,1,1,0,0,0
6830,4,1050,6,2,1,0,0,0,0,0,0,0
7537,4,922,6,2,1,5,5,5,5,5,5,5
7469,3,965,6,2,0,0,1,0,0,0,0,0
6651,4,1435,6,3,0,0,0,0,0,1,0,0
7079,2,635,6,1,1,0,0,0,0,0,0,0
4487,2,937,5,2,0,5,5,5,5,5,5,5
444,2,1082,1,2,0,1,0,1,1,0,0,1
6574,1,675,6,1,0,0,0,0,0,0,0,0
5064,1,750,5,2,1,5,5,5,5,5,5,5
5898,1,900,5,3,0,5,5,5,5,5,5,5
51,3,1575,1,3,0,1,1,1,0,1,0,1
6700,4,1701,6,3,0,0,1,1,1,0,0,0
6504,4,900,6,2,0,0,0,0,0,0,0,0
6222,2,740,6,1,1,1,1,0,0,0,0,0
5560,4,950,5,2,0,5,5,5,5,5,5,5
1289,3,1606,2,3,0,1,0,1,1,0,0,0
583,1,1465,1,3,0,1,0,0,1,0,0,1
1651,2,956,2,2,0,1,0,0,0,0,0,0
6280,3,1000,6,2,1,0,1,0,0,0,0,1
5119,2,750,5,2,1,5,5,5,5,5,5,5
794,2,814,1,2,0,1,0,0,1,0,1,0
4833,3,2028,5,4,0,5,5,5,5,5,5,5
6060,2,850,5,2,0,5,5,5,5,5,5,5
7389,1,495,6,1,0,0,0,0,0,0,0,0
6676,3,802,6,2,0,1,1,0,1,0,0,0
4746,3,1265,5,2,1,5,5,5,5,5,5,5
4149,2,1555,4,2,0,0,0,0,1,0,0,0
6483,4,671,6,1,0,1,0,0,1,0,0,0
6864,3,450,6,1,1,0,0,1,0,0,1,0
2537,4,2500,3,4,1,0,0,0,1,0,0,0
1269,3,1302,2,3,0,1,0,0,1,0,0,1
4444,1,1335,5,3,0,5,5,5,5,5,5,5
7302,4,1250,6,3,1,0,0,0,0,0,1,0
1215,1,549,2,1,0,1,0,1,1,0,0,1
233,3,2010,1,3,0,1,1,1,0,1,0,1
4221,2,1380,4,3,0,0,0,0,0,0,0,0
348,2,1143,1,2,0,0,0,1,1,0,0,0
3419,4,3100,4,3,0,1,0,0,1,0,1,0
6420,3,1165,6,2,1,0,0,1,0,0,1,0
2114,4,2000,3,3,1,0,0,0,1,0,0,0
1928,2,920,3,3,0,0,0,0,1,0,0,0
3954,3,1630,4,3,0,1,0,0,1,0,0,0
3728,2,1555,4,3,0,1,0,0,1,0,0,0
5267,2,1160,5,3,0,5,5,5,5,5,5,5
7433,2,650,6,1,1,0,1,0,0,0,0,0
4130,3,1090,4,2,0,0,0,0,1,0,0,0
3810,3,1418,4,3,0,0,0,0,1,0,0,0
6001,4,900,5,2,0,5,5,5,5,5,5,5
1942,2,950,3,3,0,0,0,0,0,0,0,0
1324,2,931,2,2,0,0,0,1,1,0,0,1
4420,1,970,5,2,0,5,5,5,5,5,5,5
2187,2,950,3,3,1,0,0,0,0,0,0,0
1827,3,1100,2,2,0,0,0,1,1,0,0,1
5852,1,900,5,2,0,5,5,5,5,5,5,5
2260,1,517,3,2,1,0,0,0,0,0,0,0
2009,2,850,3,3,0,0,0,0,0,0,0,0
6258,2,670,6,1,1,0,1,0,0,0,0,1
1660,1,977,2,2,0,1,0,1,1,0,0,0
5522,1,980,5,1,0,5,5,5,5,5,5,5
3356,3,1535,4,3,0,1,0,1,1,0,0,1
6471,1,400,6,1,1,0,0,0,0,0,0,0
2205,1,750,3,2,1,0,0,0,0,0,0,0
4560,1,1164,5,3,0,5,5,5,5,5,5,5
3049,4,2400,3,2,1,0,0,0,1,0,0,0
6237,2,670,6,1,1,0,1,0,0,0,0,0
6453,2,599,6,1,1,0,0,1,0,0,1,0
2291,1,558,3,2,1,0,0,0,0,0,0,0
2392,1,1050,3,3,1,0,0,0,0,0,0,0
5974,1,850,5,2,0,5,5,5,5,5,5,5
6182,3,1415,6,3,1,1,1,0,0,0,0,1
7361,1,612,6,2,1,0,0,0,0,0,1,0
6426,3,1230,6,2,1,0,0,1,0,0,1,0
4012,1,1080,4,2,0,0,0,0,0,0,0,0
6803,4,1650,6,3,1,0,0,0,0,0,0,0
4070,2,1620,4,3,0,0,0,0,0,0,0,0
1985,4,1550,3,3,1,0,0,0,1,0,0,0
3614,4,1908,4,3,0,1,0,0,1,0,1,0
4411,2,1350,5,3,1,5,5,5,5,5,5,5
1034,3,1395,1,1,0,0,0,0,1,0,0,0
3774,4,2350,4,3,1,1,0,1,1,0,1,0
3559,3,1295,4,2,0,0,0,0,0,0,0,0
2526,4,2000,3,3,1,0,0,0,1,0,0,0
6967,4,1300,6,2,0,0,1,0,0,0,0,0
6599,2,1150,6,2,1,0,0,0,0,0,0,0
4363,1,852,5,2,0,0,0,1,1,0,0,0
1887,1,540,3,2,0,0,0,0,0,1,0,0
4938,4,1022,5,2,0,5,5,5,5,5,5,5
4626,1,856,5,2,0,5,5,5,5,5,5,5
83,2,1304,1,3,0,1,0,0,1,0,0,0
3045,4,1600,3,3,1,0,0,0,1,0,0,0
3247,3,2240,4,3,0,1,0,1,1,0,0,0
3715,3,1210,4,2,0,0,0,0,1,0,0,0
4838,4,1540,5,3,1,5,5,5,5,5,5,5
3240,2,1200,4,2,0,0,0,0,0,0,0,0
2127,4,2000,3,4,1,0,0,0,1,0,1,0
555,2,1098,1,2,0,1,0,1,1,0,0,1
6684,3,880,6,2,0,1,1,1,1,0,0,1
3333,4,1980,4,3,0,0,0,0,0,0,0,0
2974,2,785,3,3,1,0,0,0,0,0,0,0
1073,3,1705,1,3,0,1,0,1,1,0,1,1
5257,3,2520,5,4,0,5,5,5,5,5,5,5
6318,4,2030,6,3,0,1,1,1,1,0,0,1
1315,2,952,2,2,0,0,0,1,1,0,0,1
3187,1,1200,4,2,0,0,0,0,1,0,0,0
3280,3,1640,4,3,0,1,0,1,1,0,0,1
651,2,1100,1,2,0,0,0,1,1,0,0,1
3455,1,800,4,2,0,0,0,0,0,0,0,0
3612,2,1050,4,2,0,0,0,0,1,0,0,0
391,1,900,1,2,0,1,0,1,1,0,0,0
6107,4,2100,6,4,1,0,0,0,0,0,0,0
5586,2,1377,5,3,0,5,5,5,5,5,5,5
4481,1,1092,5,3,0,5,5,5,5,5,5,5
366,3,1160,1,2,0,1,0,1,1,0,0,1
6677,1,570,6,1,0,1,0,0,1,0,0,0
6549,2,900,6,2,1,0,0,0,0,0,0,0
193,2,965,1,2,0,1,1,1,1,0,0,1
6890,4,1157,6,2,1,1,1,0,1,1,0,0
2515,4,2000,3,3,1,0,0,0,1,0,0,0
7634,4,1000,6,2,1,5,5,5,5,5,5,5
7201,4,1480,6,3,1,0,1,0,0,0,1,0
7214,3,1580,6,3,1,0,0,0,0,0,0,0
3071,4,1700,3,2,1,0,0,0,1,0,0,0
4243,4,2191,4,3,0,1,0,1,1,0,0,0
6996,3,1160,6,2,1,0,0,1,0,0,1,0
7388,1,630,6,1,0,0,0,0,0,0,0,0
4543,1,1046,5,2,0,5,5,5,5,5,5,5
5488,2,950,5,1,0,5,5,5,5,5,5,5
2873,3,1600,3,3,1,0,0,1,1,0,0,1
6867,4,1350,6,3,1,0,0,0,0,0,0,0
2315,1,630,3,2,0,0,0,0,0,0,0,0
1213,4,1944,2,3,0,1,0,1,1,0,0,1
2172,1,675,3,2,1,0,0,0,0,0,0,0
1370,2,913,2,2,0,0,0,0,0,0,0,0
3535,4,1740,4,3,0,1,0,1,1,0,0,1
1221,3,1140,2,2,0,1,0,0,1,0,0,1
1952,4,2350,3,4,1,0,0,0,0,0,0,0
3826,3,1725,4,3,0,0,0,0,1,0,0,0
1577,2,1005,2,3,0,0,0,0,0,0,0,0
3336,3,1730,4,3,0,0,0,0,0,0,0,0
6761,1,275,6,1,1,0,1,0,0,0,1,0
3887,2,1150,4,2,1,1,0,1,0,0,0,0
1890,1,450,3,2,1,0,0,0,0,0,0,0
6626,2,540,6,1,0,0,0,0,0,0,0,0
396,2,1185,1,2,0,1,0,1,1,0,0,1
4062,2,1555,4,3,0,0,0,0,1,0,0,0
672,1,1215,1,3,0,1,0,1,1,0,0,1
6947,3,1210,6,2,0,1,1,0,1,0,0,0
5403,3,929,5,2,0,5,5,5,5,5,5,5
14,2,1120,1,2,0,1,0,0,1,0,0,0
1700,1,540,2,1,0,0,0,0,0,0,0,0
4193,2,1050,4,2,0,0,0,0,1,0,0,0
3842,1,950,4,2,1,0,0,0,0,0,0,0
2314,2,875,3,3,0,0,0,0,0,0,0,0
110,1,1005,1,2,0,0,0,0,0,0,0,0
5457,1,1760,5,3,0,5,5,5,5,5,5,5
2141,4,2000,3,3,1,0,0,0,1,0,0,0
4329,1,710,5,2,1,0,0,0,1,0,0,0
4366,3,1217,5,1,1,1,1,1,1,0,0,1
2939,4,1600,3,3,1,0,0,0,0,0,0,0
2720,4,1300,3,3,1,0,0,1,1,0,0,1
4100,3,1641,4,2,0,0,0,0,1,0,0,0
3056,3,1050,3,2,1,0,0,0,0,0,0,0
711,3,1380,1,3,0,1,0,1,1,0,0,1
3013,1,540,3,2,1,0,0,0,0,0,0,0
3703,3,1295,4,2,1,1,0,1,1,0,0,1
6313,2,700,6,1,0,0,0,0,0,0,0,0
5804,1,1067,5,2,1,5,5,5,5,5,5,5
3589,1,1150,4,2,0,0,0,0,1,0,0,0
1531,1,550,2,1,0,1,0,0,1,0,0,0
3571,4,2900,4,3,0,1,0,0,1,0,1,0
4790,1,950,5,2,1,5,5,5,5,5,5,5
3055,3,1215,3,2,1,0,0,0,0,0,0,0
7376,4,1835,6,3,1,0,0,0,0,0,0,1
2100,4,1800,3,3,1,0,0,0,1,0,0,0
4916,1,1578,5,3,1,5,5,5,5,5,5,5
2670,2,450,3,2,1,0,0,0,0,0,0,0
798,4,1930,1,3,0,1,0,1,1,0,1,1
1676,2,1237,2,2,0,1,0,0,1,0,0,1
4868,3,951,5,2,0,5,5,5,5,5,5,5
1132,2,1185,2,3,0,0,0,0,1,0,0,0
2489,4,2100,3,3,1,0,0,0,1,0,0,0
951,3,1960,1,3,0,1,1,1,1,1,1,1
7582,3,4000,6,5,1,5,5,5,5,5,5,5
1227,3,1645,2,3,0,1,0,0,1,0,0,1
1810,3,1565,2,2,0,1,0,1,1,0,0,1
114,2,1310,1,3,0,1,0,1,1,0,0,1
2758,3,1300,3,2,1,0,0,1,1,0,0,1
6430,4,1665,6,3,1,0,0,1,0,0,1,0
839,3,1839,1,3,0,1,0,0,0,0,0,0
7240,2,610,6,1,1,0,0,0,0,0,1,0
2367,3,1125,3,3,1,0,0,0,0,0,0,0
2753,1,675,3,2,1,0,0,0,0,0,0,0
5655,2,1500,5,3,0,5,5,5,5,5,5,5
5246,2,1392,5,3,1,5,5,5,5,5,5,5
1559,2,963,2,2,0,0,0,0,1,0,0,0
6365,4,1675,6,4,0,0,1,1,1,0,0,0
7549,3,750,6,2,1,5,5,5,5,5,5,5
4327,1,1086,5,3,1,0,0,0,0,0,0,0
3389,3,1535,4,3,0,1,0,1,1,0,0,1
5368,2,1399,5,3,0,5,5,5,5,5,5,5
896,2,1414,1,3,0,0,0,0,1,0,0,1
6889,3,852,6,2,1,0,1,0,0,0,0,0
2366,3,1125,3,3,1,0,0,0,0,0,0,0
5373,1,999,5,3,0,5,5,5,5,5,5,5
3111,3,1340,4,2,0,1,0,1,1,0,0,1
7248,4,925,6,3,1,0,0,0,0,0,0,0
4055,1,1035,4,2,0,0,0,0,0,0,0,0
6095,3,1060,6,2,1,0,1,0,0,0,0,1
5334,2,1364,5,3,0,5,5,5,5,5,5,5
3670,2,1000,4,2,1,0,0,0,0,0,0,0
6693,4,2350,6,4,1,1,1,1,1,0,0,0
5881,1,1091,5,3,0,5,5,5,5,5,5,5
4348,1,837,5,2,0,0,0,1,1,0,0,1
3052,3,800,3,3,1,0,0,0,1,0,0,0
5387,2,875,5,2,0,5,5,5,5,5,5,5
2385,4,1800,3,3,0,0,0,0,0,0,0,0
5148,2,1250,5,3,0,5,5,5,5,5,5,5
4319,1,1179,5,3,0,0,0,1,1,0,0,1
6695,4,1462,6,3,0,1,1,1,0,0,0,0
4896,2,884,5,2,0,5,5,5,5,5,5,5
5254,4,830,5,2,0,5,5,5,5,5,5,5
3180,3,1535,4,3,0,1,0,1,1,0,0,1
5904,1,1200,5,2,0,5,5,5,5,5,5,5
2988,2,900,3,3,1,0,0,0,0,0,0,0
3465,4,1699,4,4,0,1,0,0,1,0,1,0
7681,3,556,6,2,0,5,5,5,5,5,5,5
2793,3,1000,3,2,1,0,0,0,0,0,0,0
7716,4,1530,6,3,1,5,5,5,5,5,5,5
2941,4,1900,3,4,1,0,0,0,1,0,0,0
4265,3,1655,4,3,0,1,0,1,1,0,0,1
4981,4,891,5,2,0,5,5,5,5,5,5,5
2282,1,675,3,2,1,0,0,0,0,0,0,0
1024,1,660,1,1,0,1,0,1,1,0,0,1
6459,2,578,6,1,1,0,0,0,0,0,0,0
4845,1,1140,5,3,1,5,5,5,5,5,5,5
4458,1,1250,5,2,1,5,5,5,5,5,5,5
4974,4,910,5,2,0,5,5,5,5,5,5,5
4935,1,810,5,3,1,5,5,5,5,5,5,5
6887,3,1026,6,2,1,0,0,0,0,0,0,0
1639,3,1971,2,3,0,1,0,1,1,0,0,1
581,1,1125,1,2,0,1,0,0,1,0,0,1
7218,4,1423,6,3,0,0,1,0,0,1,1,1
4439,1,1331,5,3,0,5,5,5,5,5,5,5
7000,4,1500,6,3,1,0,1,0,0,0,0,1
4886,3,1555,5,2,1,5,5,5,5,5,5,5
7596,2,1200,6,2,1,5,5,5,5,5,5,5
6826,3,585,6,1,1,0,0,0,0,0,0,0
2241,1,385,3,1,1,0,0,0,0,0,0,0
5665,2,1050,5,2,1,5,5,5,5,5,5,5
5991,1,780,5,2,1,5,5,5,5,5,5,5
1657,2,1225,2,3,0,1,0,1,1,0,0,0
3815,2,1260,4,2,0,1,0,0,1,0,0,0
1236,2,936,2,2,0,1,0,1,1,0,0,0
517,1,974,1,2,0,1,1,1,1,1,0,1
2285,1,675,3,2,1,0,0,0,0,0,0,0
4388,4,3866,5,4,1,0,0,0,0,0,0,0
6660,2,1090,6,2,0,1,0,0,1,0,0,1
5323,1,860,5,2,0,5,5,5,5,5,5,5
5788,3,1077,5,3,0,5,5,5,5,5,5,5
2211,2,1170,3,3,1,0,0,0,0,0,0,0
3586,1,684,4,1,0,0,0,0,1,0,0,0
7183,4,1700,6,3,1,0,0,0,0,0,1,0
5667,3,1175,5,3,0,5,5,5,5,5,5,5
7209,4,1605,6,3,1,1,1,0,0,0,0,1
5557,1,2210,5,4,0,5,5,5,5,5,5,5
7005,3,1003,6,2,1,0,0,0,0,0,1,0
963,4,1615,1,3,0,1,0,1,1,0,1,1
7306,3,1005,6,2,0,1,1,0,1,0,0,0
3823,3,1600,4,3,0,0,0,0,0,0,0,0
1541,1,570,2,1,0,1,0,0,1,0,0,0
898,4,2067,1,3,0,1,0,1,1,0,1,0
5235,1,1360,5,3,0,5,5,5,5,5,5,5
2806,1,755,3,2,0,0,0,0,0,0,0,0
3189,3,1181,4,2,0,0,0,0,0,0,0,0
202,3,1700,1,3,0,1,0,1,1,0,0,1
2330,2,1050,3,3,0,0,0,0,0,0,0,0
7477,1,540,6,1,0,0,0,0,0,0,0,0
2153,4,1800,3,3,1,0,0,0,1,0,0,1
1697,4,2500,2,3,1,1,0,1,1,0,1,0
4476,1,1200,5,3,1,5,5,5,5,5,5,5
5480,1,1065,5,2,1,5,5,5,5,5,5,5
913,4,1498,1,2,0,1,0,0,1,0,1,0
4102,3,1402,4,1,0,0,0,0,1,0,0,0
1407,1,700,2,2,0,0,0,0,0,0,0,0
1816,3,2020,2,3,0,1,0,1,1,0,0,1
5505,1,1335,5,3,1,5,5,5,5,5,5,5
4196,3,1430,4,2,0,1,0,0,1,0,0,0
1228,3,1170,2,2,0,1,0,0,1,0,0,1
3922,3,1784,4,3,0,1,0,1,1,0,0,1
5118,1,900,5,2,1,5,5,5,5,5,5,5
966,4,4273,1,4,0,1,0,1,1,0,1,1
4848,2,1100,5,2,0,5,5,5,5,5,5,5
3611,3,1260,4,2,1,1,0,1,1,0,0,0
9,3,1405,1,3,0,1,0,1,1,0,0,1
4965,2,2282,5,4,0,5,5,5,5,5,5,5
3627,4,2150,4,3,0,1,1,1,1,1,0,1
5133,1,750,5,2,1,5,5,5,5,5,5,5
6858,2,770,6,1,1,0,0,0,0,0,1,0
7466,4,1340,6,3,0,0,1,0,0,0,0,0
4734,4,1450,5,3,1,5,5,5,5,5,5,5
6368,2,425,6,1,1,0,0,0,0,0,0,0
1267,4,1494,2,3,0,1,0,0,1,0,0,1
7726,4,556,6,1,1,5,5,5,5,5,5,5
4341,1,1041,5,3,0,1,0,1,1,0,0,1
1585,1,900,2,2,0,0,0,0,1,0,0,0
3175,1,950,4,2,0,0,0,0,0,0,0,0
1170,1,960,2,2,0,0,0,1,0,0,0,0
2228,1,630,3,2,1,0,0,0,0,0,0,0
6261,4,1400,6,3,1,0,1,0,0,0,0,0
1313,4,1850,2,3,0,1,0,0,0,0,0,0
4909,1,576,5,1,0,5,5,5,5,5,5,5
5564,3,1200,5,3,1,5,5,5,5,5,5,5
2052,4,1800,3,3,1,0,0,1,1,0,1,0
2533,4,1950,3,3,1,1,0,1,1,0,0,1
3753,3,1550,4,3,0,0,0,0,1,0,0,0
6566,4,1270,6,2,1,0,0,0,0,0,0,0
1232,3,1730,2,3,0,1,0,0,1,0,0,1
6154,2,650,6,1,1,0,1,0,0,0,0,0
1690,4,2062,2,3,0,1,1,1,1,1,0,1
1941,3,500,3,1,1,0,0,0,1,0,0,0
263,2,1435,1,3,0,1,0,0,1,0,0,1
4387,2,750,5,2,0,0,0,0,0,0,0,0
3966,3,1700,4,3,0,0,0,0,1,0,0,0
7491,4,650,6,1,1,5,5,5,5,5,5,5
1036,3,1395,1,2,0,0,0,0,1,0,0,0
6863,3,850,6,2,1,0,0,1,0,0,1,0
1226,3,1175,2,2,0,1,0,0,1,0,0,1
678,1,645,1,1,0,1,0,1,1,0,0,1
3274,4,4500,4,4,1,0,0,0,0,0,0,0
5540,1,800,5,2,0,5,5,5,5,5,5,5
98,2,1345,1,3,0,0,0,1,1,0,0,1
4216,1,1125,4,1,0,0,0,0,1,0,0,0
6132,2,680,6,1,1,0,0,0,0,0,0,0
3438,3,1242,4,3,1,0,0,0,1,0,0,0
7718,4,560,6,1,1,5,5,5,5,5,5,5
11,3,1362,1,2,0,1,0,1,1,0,0,1
983,4,1527,1,3,0,1,0,1,1,0,1,1
516,1,1124,1,2,0,1,1,1,1,1,0,1
810,4,3900,1,4,0,1,0,0,0,0,0,1
2246,1,400,3,1,1,0,0,0,0,0,0,0
941,4,2916,1,3,0,1,0,1,1,0,1,1
5782,1,1200,5,3,1,5,5,5,5,5,5,5
1971,2,765,3,3,0,0,0,0,0,0,0,0
3462,4,3200,4,4,1,1,0,0,1,0,0,0
1121,4,1361,2,2,0,1,0,0,1,0,0,1
3200,1,1050,4,2,1,0,0,0,1,0,0,0
350,2,1116,1,2,0,0,0,1,1,0,0,0
5970,1,800,5,2,0,5,5,5,5,5,5,5
6059,2,800,5,2,0,5,5,5,5,5,5,5
2809,1,755,3,2,0,0,0,0,0,0,0,0
1937,4,1800,3,4,1,0,0,0,1,0,0,0
1572,2,950,2,3,0,0,0,0,0,0,0,0
3211,2,1220,4,2,0,1,0,1,1,0,0,1
3243,3,1835,4,3,0,0,0,0,1,0,0,0
6084,2,600,6,1,1,0,1,0,0,0,0,0
6012,3,850,5,2,0,5,5,5,5,5,5,5
6800,4,1650,6,3,1,0,0,0,0,0,0,0
5509,1,820,5,2,0,5,5,5,5,5,5,5
7499,4,1550,6,3,1,5,5,5,5,5,5,5
3145,2,1545,4,3,0,0,0,0,1,0,0,0
4850,1,700,5,2,0,5,5,5,5,5,5,5
1523,1,677,2,2,0,0,0,1,1,1,0,1
4701,3,810,5,2,1,5,5,5,5,5,5,5
765,2,1165,1,2,0,1,0,0,1,0,1,0
815,4,4322,1,4,0,1,0,0,0,0,0,1
6638,3,1150,6,2,0,1,1,1,1,1,0,1
1131,2,817,2,2,0,0,0,0,1,0,0,0
7044,4,800,6,2,1,0,0,0,0,1,0,1
1745,4,3810,2,4,0,1,0,1,1,0,0,1
3915,1,1450,4,3,1,0,0,0,0,0,0,0
646,2,1136,1,2,0,1,0,1,1,0,0,1
1515,1,677,2,2,0,0,0,1,1,1,0,1
2506,4,3500,3,5,1,0,0,0,0,0,0,0
2233,1,675,3,2,1,0,0,0,0,0,0,0
3331,2,1105,4,2,0,0,0,0,1,0,0,0
5922,3,1476,5,3,0,5,5,5,5,5,5,5
2447,1,900,3,3,1,0,0,0,0,0,0,0
4634,1,815,5,2,0,5,5,5,5,5,5,5
3778,4,2350,4,3,1,1,0,1,1,0,1,0
5500,2,900,5,2,0,5,5,5,5,5,5,5
4662,1,925,5,2,0,5,5,5,5,5,5,5
2047,4,1800,3,3,1,0,0,0,1,0,0,0
4931,1,1274,5,3,1,5,5,5,5,5,5,5
6779,4,1450,6,3,1,0,0,0,0,0,1,0
1963,2,990,3,3,0,0,0,0,0,0,0,0
24,3,1220,1,2,0,1,0,1,1,0,0,1
4912,4,916,5,3,0,5,5,5,5,5,5,5
1629,2,1021,2,2,0,0,0,0,1,0,0,0
5506,1,850,5,2,1,5,5,5,5,5,5,5
6247,4,1750,6,3,1,0,0,0,0,0,0,0
5434,2,978,5,2,0,5,5,5,5,5,5,5
7644,4,700,6,1,0,5,5,5,5,5,5,5
6848,3,654,6,1,1,0,1,0,0,0,1,0
767,2,1320,1,2,0,0,0,1,1,0,0,1
665,2,1160,1,2,0,1,0,1,1,0,0,1
2388,4,1800,3,3,1,0,0,0,0,0,0,0
5787,3,750,5,2,0,5,5,5,5,5,5,5
4890,3,1080,5,2,0,5,5,5,5,5,5,5
6259,4,1845,6,3,1,0,1,0,0,0,0,0
2597,4,1350,3,3,1,0,0,0,0,0,0,0
7443,2,649,6,1,1,0,0,0,0,1,0,1
4764,1,1227,5,3,0,5,5,5,5,5,5,5
5010,3,956,5,1,1,5,5,5,5,5,5,5
5639,2,750,5,2,1,5,5,5,5,5,5,5
1701,1,525,2,1,0,0,0,0,0,0,0,0
1295,3,1452,2,2,0,0,0,1,1,0,0,1
6962,4,2200,6,3,1,0,0,0,0,0,1,0
7630,4,1470,6,3,1,5,5,5,5,5,5,5
2072,1,500,3,2,0,0,0,0,0,0,0,0
456,2,884,1,2,0,0,0,0,0,0,0,0
6266,3,1075,6,2,1,1,1,0,0,1,0,0
6840,4,1050,6,2,1,0,0,0,0,0,0,0
3803,3,1190,4,2,1,0,0,0,1,0,0,0
6376,3,650,6,1,1,0,0,0,0,0,0,0
6849,3,400,6,1,1,0,1,0,0,0,1,0
6588,1,495,6,1,0,0,0,0,0,0,0,0
7481,1,670,6,1,1,5,5,5,5,5,5,5
7618,2,650,6,1,1,5,5,5,5,5,5,5
6065,2,1341,5,3,0,5,5,5,5,5,5,5
6089,4,1550,6,3,1,0,0,0,0,0,0,0
550,2,1118,1,2,0,1,0,1,1,0,0,1
142,4,1850,1,3,0,1,1,1,1,1,0,1
5514,1,795,5,1,0,5,5,5,5,5,5,5
2976,1,750,3,2,0,0,0,0,1,0,1,0
6772,3,650,6,1,1,0,0,0,0,0,0,0
4954,2,1226,5,3,1,5,5,5,5,5,5,5
5156,1,997,5,3,0,5,5,5,5,5,5,5
1710,1,945,2,2,0,0,0,0,1,0,0,0
4815,1,1075,5,3,1,5,5,5,5,5,5,5
2874,3,645,3,2,1,0,0,0,0,0,0,0
6844,4,1760,6,3,1,0,1,0,0,0,1,0
7368,4,1077,6,2,0,0,0,0,0,0,0,0
7024,3,1005,6,2,1,1,1,1,1,0,0,1
1558,2,963,2,2,0,0,0,0,1,0,0,0
2612,4,1375,3,3,1,0,0,0,0,0,0,0
3635,2,1014,4,2,0,0,0,0,1,0,0,0
5606,2,1431,5,3,0,5,5,5,5,5,5,5
3606,2,1250,4,2,0,0,0,0,1,0,0,0
3250,2,1140,4,2,0,0,0,0,1,0,0,1
5810,2,800,5,2,0,5,5,5,5,5,5,5
3317,2,1190,4,2,0,0,0,0,0,0,0,0
493,1,747,1,2,0,1,0,0,1,0,0,0
2038,4,1500,3,3,1,0,0,0,1,0,0,0
274,4,1900,1,3,0,1,0,1,1,0,0,1
2879,3,950,3,2,1,0,0,0,0,0,0,0
5438,1,1150,5,2,1,5,5,5,5,5,5,5
3098,2,1400,4,3,0,1,0,0,1,0,0,0
6820,4,1650,6,3,1,0,0,0,0,0,0,0
934,3,1360,1,3,0,1,0,1,1,0,1,1
4449,1,966,5,2,0,5,5,5,5,5,5,5
3268,3,1875,4,3,0,1,0,1,1,0,0,1
4322,1,1174,5,3,0,1,0,1,1,0,0,1
5185,1,870,5,2,0,5,5,5,5,5,5,5
149,2,1325,1,2,0,0,0,0,1,0,0,0
6641,2,1155,6,2,0,0,0,0,0,1,0,0
541,3,2674,1,3,0,1,0,1,1,0,0,1
2075,1,400,3,1,0,0,0,0,0,0,0,0
3116,2,1230,4,2,0,0,0,0,1,0,0,0
803,2,1300,1,2,0,1,0,1,1,0,1,1
2218,1,540,3,2,1,0,0,0,0,0,0,0
290,1,1056,1,2,0,1,0,0,1,0,0,1
71,2,1143,1,2,0,1,0,1,1,0,0,1
1397,1,582,2,1,0,0,0,0,0,0,0,0
4602,1,840,5,2,0,5,5,5,5,5,5,5
347,2,1100,1,2,0,0,0,1,1,0,0,0
3425,2,1260,4,2,0,0,0,0,0,0,0,0
3866,2,1200,4,2,0,0,0,0,1,0,0,0
4212,4,3266,4,3,0,0,0,0,1,0,0,0
2166,4,1800,3,3,1,0,0,0,1,0,0,1
2606,1,675,3,3,1,0,0,0,0,0,0,0
718,2,1222,1,2,0,1,0,1,1,0,0,1
6766,4,1257,6,2,1,0,1,0,0,0,1,0
2712,1,550,3,2,0,0,0,0,0,0,0,0
2765,2,1100,3,3,0,0,0,0,0,0,0,0
3054,4,2400,3,4,1,0,0,0,0,0,0,0
895,1,985,1,2,0,1,0,0,1,0,0,0
7698,4,913,6,2,0,5,5,5,5,5,5,5
3556,3,1295,4,2,0,0,0,0,0,0,0,0
